,Balance,NumOfProducts,Tenure,Exited,CreditScore,Age,EstimatedSalary,HasCrCard_Yes,IsActiveMember_Yes,Geography_Germany,Geography_Spain,Gender_Male,Balance_v_Salary,Income_v_Products
2436,0.0,2,4,0,704,37.0,25684.93,False,False,False,True,True,0.0,12842.465
2437,0.0,2,8,0,581,41.0,29737.14,False,False,False,False,True,0.0,14868.57
2438,97361.66,1,1,1,628,61.0,149922.38,True,True,True,False,False,0.6494137833190748,149922.38
2439,0.0,1,6,1,566,42.0,180702.12,False,False,False,False,False,0.0,180702.12
2440,0.0,2,7,0,701,59.0,27597.59,True,True,False,True,True,0.0,13798.795
2441,0.0,2,10,0,735,29.0,95025.27,True,True,False,True,True,0.0,47512.635
2442,0.0,2,1,0,680,34.0,167035.07,False,False,False,False,False,0.0,83517.535
2443,0.0,2,0,0,560,57.0,116781.71,True,True,False,False,True,0.0,58390.855
2444,102714.65,2,4,0,663,29.0,21170.81,False,False,True,False,False,4.851710917059857,10585.405
2445,67816.72,1,5,0,665,34.0,29641.58,True,True,False,False,False,2.2878915361461836,29641.58
2446,81710.46,1,8,0,758,51.0,116520.07,True,True,False,False,True,0.7012565303127607,116520.07
2447,75237.54,1,2,0,621,26.0,44220.4,True,True,False,False,True,1.7014215158614574,44220.4
2448,124023.18,1,10,0,764,28.0,166188.28,False,False,True,False,True,0.7462811456981202,166188.28
2449,100727.5,1,5,1,537,46.0,140857.76,True,True,True,False,False,0.7151008222763161,140857.76
2450,107238.85,2,10,0,589,46.0,37024.28,False,False,False,False,False,2.8964466020676163,18512.14
2451,0.0,2,5,0,555,24.0,27513.47,False,False,False,False,True,0.0,13756.735
2452,139994.66,1,0,0,734,29.0,17744.72,False,False,False,False,False,7.889369908344566,17744.72
2453,126224.87,1,9,0,783,59.0,4423.63,True,True,False,True,False,28.53422867644898,4423.63
2454,145751.03,1,1,1,678,51.0,109718.44,False,False,True,False,False,1.328409609177819,109718.44
2455,0.0,1,5,1,661,47.0,107243.31,True,True,False,False,True,0.0,107243.31
2456,121166.89,1,4,0,607,25.0,115288.24,True,True,False,True,False,1.0509908903111018,115288.24
2457,0.0,2,1,0,537,38.0,41233.97,True,True,False,True,False,0.0,20616.985
2458,0.0,2,10,0,513,88.0,52952.24,True,True,False,True,True,0.0,26476.12
2459,70655.48,1,9,1,576,63.0,78955.8,False,False,False,False,True,0.8948738408071351,78955.8
2460,129901.21,1,1,1,660,41.0,26025.6,False,False,True,False,True,4.991285887741301,26025.6
2461,125470.81,1,8,0,637,40.0,174536.17,True,True,False,False,True,0.718881421541449,174536.17
2462,169406.33,4,9,1,672,53.0,147311.47,True,True,False,False,False,1.1499873702977779,36827.8675
2463,0.0,2,2,0,629,32.0,77965.44,True,True,False,False,True,0.0,38982.72
2464,107041.3,1,4,0,583,40.0,5635.63,True,True,True,False,True,18.993670627773646,5635.63
2465,95153.77,1,10,0,763,32.0,81310.1,True,True,False,True,False,1.1702576924637897,81310.1
2466,145166.09,2,3,0,516,32.0,111421.45,False,False,True,False,True,1.3028558684167186,55710.725
2467,0.0,2,4,0,617,27.0,190269.21,False,False,False,False,False,0.0,95134.605
2468,65962.63,1,9,0,700,38.0,100950.48,True,True,False,False,True,0.6534157143185452,100950.48
2469,140418.81,1,6,1,727,36.0,113033.73,True,True,True,False,True,1.242273523133316,113033.73
2470,139799.63,1,3,0,689,31.0,120663.57,True,True,False,True,False,1.158590202494423,120663.57
2471,171787.84,2,9,0,626,49.0,187192.23,False,False,True,False,True,0.9177081762421442,93596.115
2472,149238.97,1,6,0,686,38.0,97825.23,True,True,False,False,True,1.5255672795249242,97825.23
2473,163146.46,1,4,1,351,57.0,169621.69,False,False,True,False,False,0.9618254599397046,169621.69
2474,0.0,2,8,1,739,37.0,191557.1,False,False,False,False,False,0.0,95778.55
2475,0.0,2,10,0,627,32.0,103287.62,False,False,False,False,True,0.0,51643.81
2476,61482.47,1,9,0,451,38.0,167538.66,True,True,True,False,False,0.36697482240815343,167538.66
2477,145150.28,1,8,1,512,41.0,64869.32,False,False,False,False,False,2.237579798894146,64869.32
2478,126670.37,1,5,0,774,41.0,102426.06,False,False,False,False,False,1.2367006013899198,102426.06
2479,84390.8,2,8,0,652,40.0,107876.2,True,True,False,False,False,0.7822930359059738,53938.1
2480,89728.86,2,2,0,638,37.0,37294.88,True,True,True,False,True,2.405929714749049,18647.44
2481,0.0,2,1,0,475,57.0,89248.99,False,False,False,False,False,0.0,44624.495
2482,118628.8,1,4,0,567,40.0,91973.63,False,False,False,True,True,1.2898131779728603,91973.63
2483,0.0,2,3,0,750,37.0,16870.2,False,False,False,False,True,0.0,8435.1
2484,96863.13,1,6,0,850,39.0,121681.19,True,True,False,False,True,0.7960402918479019,121681.19
2485,142263.45,1,6,0,753,38.0,33730.43,True,True,False,False,False,4.217658950686369,33730.43
2486,0.0,2,7,0,683,36.0,104786.59,False,False,False,True,False,0.0,52393.295
2487,0.0,1,3,0,710,32.0,94790.34,False,False,False,False,False,0.0,94790.34
2488,0.0,2,1,0,645,21.0,28726.07,False,False,False,True,False,0.0,14363.035
2489,122724.37,1,6,0,714,28.0,67057.27,True,True,False,False,True,1.830142652690752,67057.27
2490,174902.26,1,4,0,696,35.0,69079.85,False,False,True,False,False,2.531885347174321,69079.85
2491,0.0,2,4,0,612,26.0,179780.74,True,True,False,True,False,0.0,89890.37
2492,108914.17,1,3,1,520,31.0,183572.39,True,True,True,False,False,0.5933036553045913,183572.39
2493,98052.66,1,10,0,782,23.0,142587.32,True,True,False,True,True,0.6876674587894632,142587.32
2494,123873.19,1,5,0,666,46.0,177844.06,True,True,False,False,True,0.6965270023637562,177844.06
2495,111920.13,3,2,1,466,56.0,197634.11,False,False,True,False,False,0.5662996635550412,65878.03666666667
2496,0.0,2,4,0,567,45.0,121053.19,True,True,False,False,False,0.0,60526.595
2497,0.0,2,3,0,613,20.0,149613.77,True,True,False,False,True,0.0,74806.885
2498,0.0,2,8,0,718,37.0,142.81,True,True,False,False,True,0.0,71.405
2499,75150.34,4,8,1,614,37.0,131766.67,True,True,False,False,False,0.5703289003205438,32941.6675
2500,0.0,2,10,0,711,38.0,53311.78,False,False,False,False,True,0.0,26655.89
2501,114753.76,1,5,0,691,38.0,107665.02,False,False,True,False,False,1.0658406973778483,107665.02
2502,0.0,1,0,0,527,32.0,109523.88,False,False,False,False,True,0.0,109523.88
2503,111871.93,1,6,0,476,32.0,112132.86,False,False,False,False,False,0.997673028227408,112132.86
2504,0.0,2,0,0,619,45.0,113645.4,False,False,False,True,False,0.0,56822.7
2505,135927.06,1,4,0,607,37.0,180890.4,False,False,True,False,False,0.7514332435552136,180890.4
2506,0.0,2,8,0,695,44.0,70974.13,True,True,False,True,True,0.0,35487.065
2507,0.0,2,1,0,653,33.0,53379.52,False,False,False,False,True,0.0,26689.76
2508,57037.74,1,2,0,677,46.0,158531.01,True,True,False,False,True,0.35978916680086753,158531.01
2509,0.0,4,10,1,655,50.0,179267.94,False,False,False,False,False,0.0,44816.985
2510,79468.96,1,2,0,625,52.0,84606.03,True,True,False,False,False,0.939282460127251,84606.03
2511,121063.85,1,7,0,679,34.0,56984.58,False,False,True,False,False,2.1245019266615635,56984.58
2512,118537.47,1,1,0,734,51.0,116912.45,True,True,False,False,True,1.0138994606647966,116912.45
2513,0.0,2,10,0,666,39.0,102999.33,False,False,False,False,True,0.0,51499.665
2514,105082.07,2,4,0,592,26.0,132801.57,False,False,True,False,False,0.7912712929523348,66400.785
2515,0.0,1,4,1,564,40.0,85455.62,False,False,False,False,True,0.0,85455.62
2516,0.0,2,6,0,814,36.0,98657.01,True,True,False,False,False,0.0,49328.505
2517,104702.65,2,2,0,592,36.0,107948.72,False,False,True,False,True,0.9699295183861374,53974.36
2518,95813.76,3,2,1,758,50.0,67944.09,True,True,False,False,False,1.41018534503884,22648.03
2519,167026.61,2,0,0,612,62.0,192892.05,True,True,False,True,False,0.8659071745051182,96446.025
2520,102453.26,1,7,1,498,61.0,187247.56,False,False,True,False,True,0.5471540456922376,187247.56
2521,148045.45,2,4,0,638,25.0,114722.42,True,True,True,False,True,1.2904665888324185,57361.21
2522,0.0,2,1,0,558,35.0,111687.57,False,False,False,False,True,0.0,55843.785
2523,0.0,2,1,0,756,24.0,184182.25,False,False,False,False,False,0.0,92091.125
2524,0.0,1,4,1,782,52.0,52759.82,True,True,False,True,True,0.0,52759.82
2525,104498.79,1,10,0,505,34.0,126451.14,True,True,False,False,True,0.8263965829015064,126451.14
2526,0.0,2,6,0,671,29.0,12048.67,False,False,False,True,False,0.0,6024.335
2527,0.0,2,6,0,801,42.0,95804.33,True,True,False,False,True,0.0,47902.165
2528,149542.52,2,8,0,604,26.0,197911.52,True,True,False,False,True,0.7556029078044573,98955.76
2529,87946.39,1,10,0,716,29.0,182531.74,True,True,False,False,False,0.48181423132217993,182531.74
2530,68639.57,1,3,1,624,45.0,168002.31,False,False,False,False,False,0.40856325130291365,168002.31
2531,148826.32,1,4,0,607,47.0,79450.61,True,True,True,False,True,1.8731929182167388,79450.61
2532,0.0,2,2,0,827,60.0,60615.83,True,True,False,False,False,0.0,30307.915
2533,108166.09,2,5,0,606,61.0,8643.21,True,True,False,False,True,12.514573867810688,4321.605
2534,103214.71,1,5,0,717,35.0,172172.7,False,False,True,False,False,0.5994835998970801,172172.7
2535,134760.21,2,1,1,651,40.0,174434.06,False,False,True,False,True,0.77255674723159,87217.03
2536,0.0,1,3,1,691,58.0,194930.3,True,True,False,False,True,0.0,194930.3
2537,90124.64,1,0,0,573,33.0,137476.71,False,False,False,False,False,0.6555629677201325,137476.71
2538,0.0,2,6,0,723,38.0,94415.6,True,True,False,True,True,0.0,47207.8
2539,87361.02,2,6,1,584,46.0,120376.87,False,False,True,False,False,0.7257292866976854,60188.435
2540,111257.59,1,8,1,550,45.0,97623.42,False,False,True,False,False,1.1396608518734541,97623.42
2541,131583.59,4,3,1,611,61.0,66238.23,True,True,False,False,False,1.9865203221764833,16559.5575
2542,95020.8,3,9,1,549,41.0,131710.59,True,True,True,False,True,0.7214362945303032,43903.53
2543,0.0,2,1,0,850,24.0,69052.87,True,True,False,True,False,0.0,34526.435
2544,80242.37,2,5,0,668,34.0,56780.97,False,False,True,False,True,1.41319125051932,28390.485
2545,0.0,1,0,0,686,43.0,170072.9,True,True,False,False,False,0.0,170072.9
2546,0.0,3,1,1,660,50.0,191849.15,True,True,False,False,True,0.0,63949.71666666667
2547,122661.39,1,0,0,682,59.0,84803.76,True,True,False,True,False,1.4464145221862805,84803.76
2548,0.0,2,4,1,524,50.0,31840.59,True,True,False,False,True,0.0,15920.295
2549,0.0,2,8,1,645,36.0,12096.61,True,True,False,False,False,0.0,6048.305
2550,0.0,2,0,0,850,42.0,44165.84,False,False,False,False,True,0.0,22082.92
2551,0.0,1,3,0,537,53.0,91406.62,True,True,False,False,False,0.0,91406.62
2552,81742.84,2,7,0,599,46.0,83282.21,False,False,False,True,False,0.9815162205709957,41641.105
2553,0.0,1,8,1,727,71.0,198446.91,True,True,False,True,True,0.0,198446.91
2554,145127.85,1,2,0,756,30.0,7554.68,False,False,False,True,True,19.21032393165561,7554.68
2555,148912.44,1,9,0,755,38.0,80416.16,False,False,False,False,True,1.851772579043814,80416.16
2556,0.0,2,4,0,634,41.0,164549.74,True,True,False,True,False,0.0,82274.87
2557,89900.24,2,4,0,837,26.0,175477.03,False,False,False,False,True,0.5123191337350536,87738.515
2558,119027.28,2,8,0,727,30.0,137903.54,True,True,True,False,False,0.8631198299913112,68951.77
2559,105222.86,2,2,0,567,40.0,93795.86,False,False,True,False,False,1.1218284047931326,46897.93
2560,0.0,1,6,1,650,30.0,67997.13,False,False,False,True,False,0.0,67997.13
2561,116114.93,1,1,0,655,34.0,49492.15,True,True,False,True,True,2.3461282243749766,49492.15
2562,187911.55,1,9,0,763,58.0,35825.18,True,True,False,False,False,5.245236730143435,35825.18
2563,0.0,2,5,0,843,27.0,67494.23,True,True,False,False,False,0.0,33747.115
2564,144432.04,1,6,1,667,38.0,73963.17,True,True,False,False,False,1.9527562163709318,73963.17
2565,77065.9,2,4,0,705,50.0,145159.26,True,True,False,False,False,0.5309058478253471,72579.63
2566,180520.29,1,6,0,660,29.0,123850.58,True,True,True,False,False,1.4575651563359655,123850.58
2567,0.0,2,1,0,553,42.0,23822.04,False,False,False,False,True,0.0,11911.02
2568,130024.87,1,6,1,612,47.0,45750.21,True,True,True,False,False,2.842060615678048,45750.21
2569,110086.69,1,2,0,641,40.0,159773.14,False,False,True,False,False,0.6890187549671991,159773.14
2570,174853.46,1,5,0,513,31.0,84238.63,False,False,False,True,False,2.0756921141761207,84238.63
2571,108724.98,1,7,0,680,44.0,72330.46,True,True,False,False,True,1.5031700337589444,72330.46
2572,91285.13,2,9,0,711,58.0,26767.85,True,True,False,False,True,3.410252597799226,13383.925
2573,0.0,2,2,0,689,40.0,164768.82,True,True,False,True,True,0.0,82384.41
2574,110610.41,2,9,1,665,51.0,1112.76,True,True,True,False,False,99.40185664473921,556.38
2575,102994.04,1,5,1,551,54.0,176680.16,False,False,True,False,True,0.582940608611629,176680.16
2576,59893.85,2,4,0,645,36.0,43999.64,False,False,False,True,True,1.3612350010136447,21999.82
2577,149318.55,1,8,0,616,29.0,140746.13,False,False,True,False,True,1.0609069677439797,140746.13
2578,116409.55,1,1,0,582,32.0,152790.92,True,True,False,False,False,0.7618878792011986,152790.92
2579,127760.07,1,0,1,365,30.0,81537.85,False,False,True,False,True,1.5668805346228776,81537.85
2580,132591.36,1,6,1,697,38.0,7387.8,True,True,True,False,False,17.947340209534637,7387.8
2581,0.0,2,0,0,704,31.0,183038.33,False,False,False,False,True,0.0,91519.165
2582,113402.14,2,5,0,656,46.0,138849.06,True,True,False,False,False,0.8167296199196451,69424.53
2583,0.0,2,7,0,712,31.0,170333.38,False,False,False,False,False,0.0,85166.69
2584,0.0,1,0,0,748,40.0,60416.76,False,False,False,False,True,0.0,60416.76
2585,0.0,2,9,0,724,28.0,100240.2,True,True,False,False,True,0.0,50120.1
2586,136953.47,1,6,0,691,50.0,2704.98,True,True,False,False,True,50.630122958395255,2704.98
2587,0.0,2,8,0,563,33.0,68815.05,True,True,False,False,True,0.0,34407.525
2588,0.0,1,5,0,741,32.0,64839.23,True,True,False,False,True,0.0,64839.23
2589,123863.64,1,8,0,778,44.0,144494.94,False,False,False,False,True,0.8572178375242759,144494.94
2590,120811.89,1,7,0,848,22.0,185510.34,True,True,False,True,True,0.6512407340744457,185510.34
2591,148430.55,1,2,0,634,38.0,56055.72,True,True,True,False,True,2.6479108644042033,56055.72
2592,47869.69,2,6,0,505,40.0,155061.97,True,True,True,False,True,0.3087132841147317,77530.985
2593,150926.99,2,7,0,692,53.0,119817.19,False,False,True,False,True,1.2596438791462226,59908.595
2594,103163.35,1,6,1,537,47.0,16259.64,False,False,True,False,False,6.344749945263241,16259.64
2595,130206.28,1,10,0,633,29.0,184654.87,False,False,False,False,True,0.7051332033647421,184654.87
2596,136674.51,2,4,0,833,28.0,5278.78,False,False,False,False,False,25.891306324567424,2639.39
2597,200322.45,1,2,0,592,40.0,113244.73,True,True,False,True,False,1.7689339715852563,113244.73
2598,0.0,2,1,0,587,48.0,8908.0,True,True,False,True,True,0.0,4454.0
2599,80927.56,1,7,0,550,62.0,64490.67,True,True,False,True,True,1.254872371460864,64490.67
2600,0.0,3,10,1,680,24.0,154971.63,False,False,False,False,False,0.0,51657.21
2601,0.0,2,9,0,622,41.0,155786.39,True,True,False,True,False,0.0,77893.195
2602,142574.71,2,0,0,594,28.0,129084.82,False,False,True,False,True,1.104504077241615,64542.41
2603,160426.07,1,7,0,643,34.0,188533.11,True,True,True,False,False,0.8509172208531436,188533.11
2604,116160.23,1,5,0,540,25.0,13411.67,False,False,False,False,True,8.661130940442167,13411.67
2605,98683.47,2,5,0,635,34.0,15733.19,False,False,False,True,False,6.2723115909742395,7866.595
2606,118829.03,2,3,0,657,32.0,73127.61,True,True,False,False,True,1.6249543776967412,36563.805
2607,118870.92,1,1,0,814,31.0,101704.19,False,False,False,False,True,1.1687907843324843,101704.19
2608,0.0,1,1,0,600,32.0,101986.16,True,True,False,False,True,0.0,101986.16
2609,0.0,1,2,0,682,46.0,114442.66,True,True,False,False,False,0.0,114442.66
2610,107192.38,1,4,0,682,38.0,15669.17,True,True,False,False,True,6.840973708243641,15669.17
2611,108010.78,1,3,0,566,42.0,157486.1,True,True,False,False,True,0.6858432585478972,157486.1
2612,0.0,2,3,0,550,34.0,131281.28,False,False,False,True,True,0.0,65640.64
2613,129837.72,2,7,0,630,26.0,197001.15,True,True,False,False,True,0.6590708734441398,98500.575
2614,106458.31,4,3,1,546,58.0,128881.87,False,False,True,False,False,0.8260146287449119,32220.4675
2615,97009.15,1,9,0,486,63.0,85101.0,True,True,False,False,True,1.1399296130480252,85101.0
2616,122929.42,2,9,0,762,35.0,149822.04,False,False,False,True,True,0.8205029113206574,74911.02
2617,152296.83,4,6,1,692,45.0,108040.86,True,True,True,False,True,1.4096225261442752,27010.215
2618,0.0,2,1,0,498,30.0,135795.53,False,False,False,False,False,0.0,67897.765
2619,0.0,1,8,1,850,49.0,25867.67,False,False,False,True,True,0.0,25867.67
2620,128993.76,2,6,0,603,35.0,130483.56,False,False,False,False,True,0.9885824696996312,65241.78
2621,0.0,1,5,0,551,36.0,183479.12,False,False,False,False,False,0.0,183479.12
2622,185267.45,2,0,0,627,27.0,77027.34,True,True,True,False,True,2.4052167710841372,38513.67
2623,0.0,2,9,0,515,28.0,94141.75,False,False,False,False,False,0.0,47070.875
2624,116805.82,1,3,0,605,29.0,4092.75,False,False,False,True,False,28.53969091686519,4092.75
2625,129750.68,1,5,0,567,29.0,109257.59,False,False,True,False,True,1.18756674021457,109257.59
2626,129177.01,2,2,0,568,29.0,104617.99,True,True,True,False,False,1.2347494919372852,52308.995
2627,82506.72,2,6,0,571,25.0,167705.07,False,False,True,False,True,0.49197510844484305,83852.535
2628,107247.69,1,2,1,634,48.0,103712.05,True,True,True,False,True,1.0340909277176566,103712.05
2629,0.0,1,3,1,768,42.0,161242.99,False,False,False,True,False,0.0,161242.99
2630,157780.93,2,3,0,554,36.0,6089.13,False,False,True,False,False,25.911900386426304,3044.565
2631,172170.36,1,1,0,629,35.0,159777.37,True,True,False,False,True,1.0775641131156433,159777.37
2632,0.0,2,2,0,638,48.0,7919.08,True,True,False,True,True,0.0,3959.54
2633,0.0,1,1,0,576,41.0,188274.6,True,True,False,False,True,0.0,188274.6
2634,75361.44,1,9,1,661,42.0,27608.12,False,False,False,True,False,2.7296838756134068,27608.12
2635,0.0,2,4,0,592,27.0,183569.25,True,True,False,False,False,0.0,91784.625
2636,0.0,2,2,0,702,30.0,145537.32,True,True,False,True,True,0.0,72768.66
2637,98263.46,2,0,0,647,29.0,164717.95,False,False,False,False,False,0.596555870201153,82358.975
2638,0.0,2,9,0,593,43.0,76357.43,True,True,False,False,True,0.0,38178.715
2639,109308.79,2,3,1,712,40.0,120158.72,False,False,True,False,False,0.909703349037007,60079.36
2640,0.0,2,8,0,625,31.0,151843.54,False,False,False,True,False,0.0,75921.77
2641,164365.44,1,6,0,538,28.0,5698.97,True,True,True,False,False,28.841253770418163,5698.97
2642,98800.0,1,5,0,637,22.0,122865.55,False,False,False,True,False,0.8041310196389467,122865.55
2643,193125.85,1,4,0,632,27.0,152665.85,True,True,False,False,True,1.2650232517619362,152665.85
2644,51522.75,1,5,0,736,27.0,192131.77,True,True,False,False,True,0.2681636150023497,192131.77
2645,84284.48,2,5,0,755,23.0,62851.6,True,True,False,False,True,1.3410077070432573,31425.8
2646,0.0,2,5,0,425,39.0,140941.47,False,False,False,True,False,0.0,70470.735
2647,119889.84,1,9,1,461,51.0,56767.67,False,False,False,False,True,2.1119387144126227,56767.67
2648,137910.45,1,4,0,745,21.0,177235.23,True,True,False,False,True,0.7781209751582685,177235.23
2649,0.0,2,6,0,616,37.0,86242.18,False,False,False,False,False,0.0,43121.09
2650,100116.82,1,5,0,587,33.0,34215.58,False,False,False,False,True,2.9260594150384125,34215.58
2651,166082.15,2,4,0,850,40.0,44406.17,True,True,True,False,True,3.740069229118386,22203.085
2652,0.0,2,0,0,601,38.0,165196.65,False,False,False,False,False,0.0,82598.325
2653,0.0,1,3,0,730,26.0,34542.41,False,False,False,True,True,0.0,34542.41
2654,148595.55,1,3,1,532,44.0,74838.64,False,False,False,False,True,1.9855458356806055,74838.64
2655,94078.97,2,2,0,850,53.0,36980.54,False,False,True,False,True,2.5440128781245486,18490.27
2656,0.0,2,5,0,779,34.0,111676.63,True,True,False,True,False,0.0,55838.315
2657,0.0,1,9,0,562,29.0,25858.68,True,True,False,False,True,0.0,25858.68
2658,164948.98,3,2,1,670,40.0,177028.0,False,False,True,False,True,0.9317677429559167,59009.333333333336
2659,140549.4,1,4,1,729,62.0,30990.16,False,False,False,False,False,4.5352912021106055,30990.16
2660,152509.25,1,2,0,767,44.0,136915.15,True,True,False,False,False,1.1138960881976903,136915.15
2661,191864.51,1,2,1,742,28.0,108457.99,False,False,False,False,False,1.7690214432334583,108457.99
2662,96418.09,1,8,1,669,44.0,131609.48,False,False,False,False,False,0.7326074838985762,131609.48
2663,131945.94,1,2,0,542,32.0,159737.56,True,True,False,True,True,0.8260169993832384,159737.56
2664,0.0,2,3,0,586,29.0,142238.54,True,True,False,False,True,0.0,71119.27
2665,142910.15,1,9,1,612,30.0,105890.55,False,False,True,False,True,1.3496024904960828,105890.55
2666,0.0,2,7,0,740,37.0,194270.91,True,True,False,False,False,0.0,97135.455
2667,146311.58,1,3,0,584,35.0,105443.47,True,True,False,False,True,1.3875831286660045,105443.47
2668,87894.26,1,2,1,524,52.0,173899.42,False,False,False,False,True,0.5054315879834446,173899.42
2669,97445.49,2,5,0,614,19.0,122823.34,False,False,False,False,False,0.793379255115518,61411.67
2670,0.0,1,9,1,598,64.0,13181.37,True,True,False,False,False,0.0,13181.37
2671,0.0,2,7,0,799,35.0,140780.8,True,True,False,True,True,0.0,70390.4
2672,154485.74,2,2,0,724,34.0,78560.64,False,False,False,False,True,1.9664521572125684,39280.32
2673,115625.07,1,2,0,601,50.0,185855.21,False,False,False,False,True,0.6221244483810813,185855.21
2674,108396.67,1,7,0,804,25.0,128276.95,False,False,False,False,True,0.8450206369889525,128276.95
2675,65095.41,2,5,0,745,38.0,140197.42,True,True,True,False,True,0.4643124673763611,70098.71
2676,103018.45,1,1,1,667,43.0,32462.39,False,False,True,False,True,3.173470899708863,32462.39
2677,84764.79,1,10,0,518,38.0,162253.9,True,True,False,False,False,0.5224206629239728,162253.9
2678,0.0,2,10,0,819,38.0,30498.7,False,False,False,False,False,0.0,15249.35
2679,115680.81,1,4,0,520,35.0,90280.7,True,True,False,True,False,1.281345957663155,90280.7
2680,0.0,2,5,0,625,39.0,32615.21,False,False,False,False,False,0.0,16307.605
2681,73088.06,2,5,0,673,36.0,196142.26,False,False,True,False,True,0.3726278059608368,98071.13
2682,150905.03,2,3,0,656,27.0,16998.72,False,False,True,False,False,8.877434889215188,8499.36
2683,143054.85,1,9,0,850,23.0,62980.96,True,True,False,True,False,2.27139837182539,62980.96
2684,0.0,2,7,0,574,28.0,185660.3,False,False,False,True,False,0.0,92830.15
2685,0.0,2,6,0,679,60.0,77331.77,True,True,False,False,True,0.0,38665.885
2686,99948.45,1,0,0,530,42.0,97338.62,True,True,True,False,False,1.0268118656294902,97338.62
2687,115451.05,2,3,0,508,44.0,67234.33,False,False,False,False,True,1.7171443517024712,33617.165
2688,108235.91,1,4,0,558,32.0,143783.28,True,True,True,False,True,0.752771184521594,143783.28
2689,0.0,1,8,1,414,38.0,77661.12,True,True,False,False,True,0.0,77661.12
2690,98795.61,2,2,0,648,42.0,89123.99,False,False,False,True,True,1.108518705233013,44561.995
2691,0.0,2,1,0,721,37.0,70810.8,False,False,False,False,False,0.0,35405.4
2692,0.0,2,8,0,751,31.0,17550.49,False,False,False,False,True,0.0,8775.245
2693,0.0,2,2,0,662,34.0,21497.27,True,True,False,False,True,0.0,10748.635
2694,113146.98,2,3,0,628,29.0,124749.08,True,True,True,False,True,0.9069965085113253,62374.54
2695,162532.14,3,8,1,597,39.0,36051.46,False,False,True,False,False,4.508337249032356,12017.153333333334
2696,92053.44,1,0,0,698,40.0,143681.83,True,True,False,True,False,0.640675581595808,143681.83
2697,0.0,2,7,0,723,48.0,150694.58,True,True,False,False,True,0.0,75347.29
2698,0.0,3,5,1,586,28.0,170487.4,False,False,False,False,False,0.0,56829.13333333333
2699,104944.1,1,8,0,633,29.0,97684.46,True,True,True,False,False,1.0743172455475518,97684.46
2700,0.0,2,4,0,564,31.0,53520.03,False,False,False,False,True,0.0,26760.015
2701,0.0,2,2,0,649,31.0,15200.61,False,False,False,False,False,0.0,7600.305
2702,107879.04,1,4,0,622,30.0,196894.62,True,True,False,False,False,0.5479024261810709,196894.62
2703,110356.42,1,7,1,459,46.0,4969.13,False,False,True,False,True,22.208398653285382,4969.13
2704,0.0,2,2,0,718,27.0,26229.24,False,False,False,False,True,0.0,13114.62
2705,109783.69,2,4,0,655,34.0,134034.32,False,False,False,True,False,0.8190714885560653,67017.16
2706,149777.0,1,9,0,696,22.0,198032.93,True,True,False,False,True,0.7563237083852671,198032.93
2707,104339.56,1,3,0,637,38.0,119882.86,False,False,False,False,False,0.8703459360245492,119882.86
2708,85818.18,1,1,0,630,21.0,133102.3,True,True,False,True,False,0.6447535467080584,133102.3
2709,212692.97,1,4,0,592,37.0,176395.02,False,False,False,False,True,1.2057765009465689,176395.02
2710,89696.84,2,1,0,634,37.0,193179.88,True,True,True,False,True,0.46431771258994464,96589.94
2711,0.0,2,9,0,608,28.0,125062.02,True,True,False,False,False,0.0,62531.01
2712,68067.24,1,9,0,565,32.0,143287.58,False,False,True,False,False,0.475039357912249,143287.58
2713,148564.66,1,9,0,763,67.0,87236.4,True,True,False,True,True,1.7030122746926744,87236.4
2714,136354.16,1,8,0,665,55.0,93769.89,True,True,False,False,False,1.454135863868455,93769.89
2715,122214.0,1,1,0,649,38.0,88965.46,True,True,False,False,True,1.3737241396829736,88965.46
2716,0.0,2,3,0,695,45.0,30793.61,True,True,False,False,True,0.0,15396.805
2717,119684.88,2,6,0,775,70.0,74532.02,True,True,True,False,True,1.605818277835486,37266.01
2718,135139.33,1,3,0,788,39.0,113086.08,True,True,False,False,False,1.195012949427551,113086.08
2719,146100.75,1,9,1,569,42.0,32574.01,False,False,True,False,False,4.485193870819098,32574.01
2720,123110.9,3,8,1,726,56.0,130113.78,True,True,False,True,False,0.946178798279475,43371.26
2721,111760.4,3,3,1,564,44.0,104722.47,True,True,True,False,False,1.067205538601219,34907.49
2722,110728.39,1,9,0,544,32.0,14559.62,True,True,False,False,False,7.605170327247551,14559.62
2723,121558.46,1,8,0,614,41.0,598.8,True,True,False,False,False,203.00344021376088,598.8
2724,120623.21,1,8,0,453,38.0,129697.99,False,False,True,False,False,0.9300314522992993,129697.99
2725,114713.57,1,4,0,471,58.0,36315.03,True,True,False,False,False,3.1588455248419183,36315.03
2726,103457.76,1,3,0,829,37.0,1114.12,False,False,True,False,False,92.86051771801961,1114.12
2727,101134.87,2,2,0,754,57.0,70954.41,True,True,True,False,True,1.4253500240506543,35477.205
2728,78136.36,2,10,0,749,46.0,73470.98,True,True,True,False,True,1.0634996293774768,36735.49
2729,0.0,2,1,0,667,23.0,91573.19,False,False,False,False,True,0.0,45786.595
2730,133446.34,1,3,0,670,30.0,3154.95,False,False,False,True,True,42.297450038827876,3154.95
2731,0.0,2,7,0,670,33.0,88187.81,True,True,False,False,False,0.0,44093.905
2732,108076.33,1,1,1,623,48.0,118855.26,False,False,True,False,False,0.9093104503746827,118855.26
